fullname,shortname,path,k,b,mask,dot,unit,type,records
%d#堆-%d#组-单体电池温度,单体电池温度,/BMS数据块/%d/BCMU电池温度/%d/单体电池温度,1,0,0x7fffffff,0,℃,数字数组,0
